timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
35632000,35620000,197388,-0.006137388,-0.12526849,0.46306178,0
35740000,35692000,197388,-0.004790071,-0.1262952,0.46277183,0
35776000,35764000,197388,-0.003907905,-0.12621522,0.46373653,0
35884000,35835555,197388,-0.0075949845,-0.13057113,0.46236467,0
35920000,35908000,197388,-0.007462822,-0.13446993,0.45825547,0
36028000,35980000,197388,-0.004640171,-0.1381879,0.45843363,0
36064000,36052000,197388,-0.004073006,-0.14328274,0.4610985,0
36172000,36123555,197388,-0.006078542,-0.144311,0.45769998,0
36208000,36196000,197388,-0.008756242,-0.14922242,0.45655042,0
36316000,36268000,197388,-0.005773971,-0.15783729,0.4531675,0
36352000,36340000,197388,-0.01032464,-0.16145454,0.45193157,0
36460000,36412000,197388,-0.0068066,-0.1675422,0.44820023,0
36496000,36484000,197388,-0.010421145,-0.17266113,0.44751883,0
36604000,36555555,197388,-0.009568249,-0.17767383,0.44766003,0
36640000,36626666,197388,-0.006721638,-0.19040751,0.4445854,0
36736000,36693500,197388,-0.0077473656,-0.19109587,0.4411918,0
36784000,36765000,197388,-0.007847439,-0.19718915,0.43721482,0
36880000,36837500,197388,-0.0087693,-0.20652679,0.4345081,0
36924000,36908000,197388,-0.00820192,-0.21141444,0.4332378,0
37012000,36976000,197388,-0.008799226,-0.21400358,0.43093428,0
37072000,37047200,197388,-0.009350262,-0.22337635,0.42738828,0
37144000,37114000,197388,-0.011933586,-0.22621618,0.42247742,0
37216000,37186000,197388,-0.0067487746,-0.22974113,0.42026052,0
37288000,37258000,197388,-0.006963577,-0.23875616,0.41802478,0
37360000,37329333,197388,-0.00770379,-0.2447364,0.41047156,0
37420000,37396000,197388,-0.008912136,-0.25169325,0.41132098,0
37504000,37468000,197388,-0.0068371375,-0.2549668,0.40728816,0
37560000,37539200,197388,-0.0074517154,-0.26298344,0.4041991,0
37636000,37606000,197388,-0.006055151,-0.26422623,0.40308386,0
37708000,37678000,197388,-0.005911177,-0.26760358,0.39676484,0
37780000,37750000,197388,-0.0032276092,-0.27179235,0.39641163,0
37852000,37822000,197388,-0.005224169,-0.27535236,0.39357388,0
